wavelength,n
0.17511,0.695584157996
0.175513,0.699655727747
0.175918,0.703815023289
0.176323,0.708041568186
0.17673,0.712311454875
0.177137,0.716607025957
0.177546,0.720904287305
0.177955,0.725183915199
0.178365,0.729431437233
0.178776,0.733633154992
0.179188,0.737783353741
0.179601,0.741885698455
0.180015,0.745957157911
0.18043,0.75002820387
0.180846,0.754159224431
0.181263,0.758410814182
0.181681,0.762862233981
0.1821,0.767575889514
0.18252,0.772594019713
0.182941,0.77791395648
0.183362,0.78350022248
0.183785,0.789275133868
0.184209,0.795146272279
0.184633,0.801027111812
0.185059,0.806849603198
0.185485,0.812575899291
0.185913,0.818190362945
0.186342,0.823701689694
0.186771,0.829134354665
0.187202,0.834505347865
0.187633,0.839838030235
0.188066,0.845151798826
0.188499,0.850455622552
0.188934,0.855757612963
0.189369,0.861062782369
0.189806,0.866375576939
0.190244,0.871697731658
0.190682,0.877033336375
0.191122,0.882380238204
0.191562,0.887743248958
0.192004,0.893119223281
0.192446,0.898513631197
0.19289,0.903924108501
0.193335,0.909355361766
0.19378,0.914807148377
0.194227,0.9202774618
0.194675,0.925770672922
0.195124,0.931286179206
0.195573,0.936825839841
0.196024,0.942390464722
0.196476,0.947979796128
0.196929,0.953596818926
0.197383,0.959239982381
0.197838,0.964911747135
0.198294,0.970614718009
0.198751,0.976346890312
0.199209,0.982110471181
0.199669,0.987903997094
0.200129,0.993734543913
0.20059,0.999595963348
0.201053,1.00549373815
0.201516,1.01142617105
0.201981,1.01739645617
0.202446,1.02340138102
0.202913,1.02944664426
0.203381,1.03553090085
0.20385,1.04165581779
0.20432,1.04782092549
0.204791,1.05402738616
0.205263,1.06027658305
0.205736,1.06657042507
0.20621,1.07290809054
0.206685,1.0792901271
0.207162,1.08572129826
0.207639,1.09219662431
0.208118,1.09872041885
0.208598,1.10529318161
0.209079,1.11191652364
0.209561,1.1185924646
0.210044,1.12531863457
0.210528,1.13209706769
0.211013,1.13893078567
0.2115,1.14582109815
0.211987,1.15276813234
0.212476,1.15977490064
0.212966,1.16684283446
0.213457,1.17397494851
0.213949,1.18117566225
0.214442,1.18844655827
0.214936,1.19579810781
0.215432,1.20323271603
0.215928,1.2107611447
0.216426,1.21839203086
0.216925,1.22614189783
0.217425,1.23402245877
0.217926,1.24205672163
0.218429,1.25026350343
0.218932,1.25866921508
0.219437,1.26730210205
0.219943,1.27619490465
0.22045,1.28538412082
0.220958,1.29490457571
0.221467,1.30479511668
0.221978,1.31509241637
0.22249,1.32583351836
0.223003,1.33704976174
0.223517,1.34876713773
0.224032,1.36100220621
0.224548,1.37376491831
0.225066,1.38704931922
0.225585,1.40083457225
0.226105,1.41508420015
0.226626,1.42974903813
0.227149,1.44475559144
0.227672,1.46001551335
0.228197,1.47542858106
0.228723,1.49087205638
0.22925,1.50621551714
0.229779,1.52132129783
0.230308,1.53604237874
0.230839,1.55023286595
0.231372,1.56374984791
0.231905,1.57645817008
0.232439,1.58823518723
0.232975,1.59897386316
0.233512,1.60858919521
0.234051,1.6170199761
0.23459,1.62422505133
0.235131,1.63019794335
0.235673,1.63495445641
0.236216,1.63853842452
0.236761,1.6410182333
0.237307,1.64248479636
0.237854,1.64305121747
0.238402,1.6428390495
0.238952,1.64198662576
0.239502,1.64063499737
0.240055,1.63892883666
0.240608,1.63700582429
0.241163,1.63499952844
0.241718,1.63303321774
0.242276,1.63121574573
0.242834,1.62964026965
0.243394,1.62838467515
0.243955,1.6275115249
0.244517,1.62706608952
0.245081,1.62708000878
0.245646,1.62756806483
0.246212,1.62853670865
0.24678,1.62997786419
0.247349,1.63188049863
0.247919,1.63422174838
0.248491,1.63697789929
0.249063,1.64011858541
0.249638,1.6436150256
0.250213,1.64743495753
0.25079,1.65154909106
0.251368,1.65593020302
0.251947,1.66055287612
0.252528,1.66539470406
0.25311,1.67043999936
0.253694,1.67567310687
0.254279,1.68108898811
0.254865,1.68668701218
0.255452,1.69247328159
0.256041,1.69846182093
0.256631,1.7046747343
0.257223,1.71114539099
0.257816,1.71791525367
0.25841,1.72503956944
0.259006,1.73258159712
0.259603,1.74062081151
0.260202,1.74924814991
0.260801,1.7585677902
0.261403,1.76869749711
0.262005,1.77976821698
0.262609,1.79192224976
0.263215,1.80531125643
0.263821,1.820097607
0.264429,1.83644794513
0.265039,1.85453104102
0.26565,1.87451704049
0.266262,1.89657058598
0.266876,1.92084822947
0.267491,1.94749391887
0.268108,1.97663753397
0.268726,2.00838470475
0.269346,2.04282133706
0.269967,2.08000271085
0.270589,2.11995653812
0.271213,2.16267575006
0.271838,2.20812067138
0.272464,2.25621343536
0.273093,2.30684154252
0.273722,2.35985403264
0.274353,2.41506767241
0.274986,2.47226751348
0.275619,2.53121732356
0.276255,2.59166747837
0.276892,2.65337436612
0.27753,2.71612025813
0.27817,2.77974065915
0.278811,2.84416190995
0.279454,2.90942590468
0.280098,2.97573135758
0.280744,3.04344489126
0.281391,3.1131044141
0.282039,3.18539328085
0.28269,3.2610814105
0.283341,3.34093657974
0.283994,3.42561248197
0.284649,3.51553114151
0.285305,3.61077266375
0.285963,3.71100035091
0.286622,3.81542838919
0.287283,3.92283989301
0.287945,4.03167102021
0.288609,4.14011660007
0.289274,4.2462781183
0.289941,4.34830967348
0.29061,4.44455232784
0.291279,4.53364729432
0.291951,4.61460622212
0.292624,4.68684680634
0.293299,4.7501778848
0.293975,4.80476669747
0.294652,4.85106784755
0.295332,4.88974549067
0.296012,4.9215964687
0.296695,4.94747125353
0.297379,4.96821798958
0.298064,4.98463618209
0.298751,4.99744746169
0.29944,5.00728940088
0.30013,5.01470495792
0.300822,5.02015561922
0.301516,5.02402601956
0.302211,5.02664064847
0.302907,5.0282688353
0.303606,5.02913817681
0.304306,5.02944482032
0.305007,5.02935152138
0.30571,5.02900147663
0.306415,5.02851411623
0.307121,5.0279948657
0.307829,5.0275312942
0.308539,5.02719566294
0.30925,5.02705237389
0.309963,5.02714964646
0.310678,5.02752761341
0.311394,5.02821718135
0.312112,5.02924123368
0.312831,5.03061481861
0.313552,5.0323469692
0.314275,5.03444079382
0.315,5.03689443672
0.315726,5.03970187982
0.316453,5.04285528449
0.317183,5.04634319417
0.317914,5.05015237347
0.318647,5.05426669051
0.319382,5.05867115929
0.320118,5.06334974662
0.320856,5.06828656167
0.321595,5.07346461678
0.322337,5.07886856054
0.32308,5.0844863226
0.323825,5.09030187857
0.324571,5.09630400375
0.325319,5.10248385221
0.326069,5.10883112068
0.326821,5.11533850608
0.327574,5.12200096964
0.328329,5.12881454348
0.329086,5.13577793381
0.329845,5.14289043312
0.330605,5.15015441103
0.331367,5.15757555885
0.332131,5.16516013273
0.332897,5.17291820759
0.333664,5.18086098743
0.334434,5.18900736248
0.335205,5.1973724845
0.335977,5.20598241322
0.336752,5.21486345093
0.337528,5.22404646663
0.338306,5.23356661381
0.339086,5.24346388509
0.339868,5.25378468778
0.340651,5.26457375558
0.341436,5.27588686855
0.342224,5.28777961688
0.343012,5.30031296277
0.343803,5.31355449301
0.344596,5.32757681903
0.34539,5.34246046922
0.346186,5.35830291704
0.346984,5.37521232617
0.347784,5.3933281896
0.348586,5.41281853711
0.34939,5.43389662602
0.350195,5.45682577935
0.351002,5.48192707196
0.351811,5.50958630958
0.352622,5.54024453286
0.353435,5.57439663736
0.35425,5.61256265702
0.355067,5.65525923196
0.355885,5.7029597603
0.356706,5.7560496503
0.357528,5.81476940921
0.358352,5.87917567232
0.359178,5.94909664179
0.360006,6.02410639716
0.360836,6.10351224971
0.361668,6.18635524257
0.362502,6.27143351628
0.363337,6.35733049072
0.364175,6.44245995377
0.365014,6.52512386376
0.365856,6.60356883541
0.366699,6.67605966125
0.367544,6.74094745483
0.368392,6.79674706582
0.369241,6.84220472701
0.370092,6.87636442695
0.370945,6.89861712257
0.3718,6.90873676768
0.372658,6.90689247578
0.373517,6.89363611822
0.374378,6.86986837018
0.375241,6.83677935316
0.376106,6.79576995783
0.376973,6.74836764004
0.377842,6.69612806846
0.378713,6.64055521721
0.379586,6.58302101692
0.380461,6.52471315451
0.381338,6.46660121409
0.382217,6.40942470191
0.383098,6.3537019121
0.383981,6.29975348398
0.384866,6.2477401957
0.385754,6.19769704961
0.386643,6.14957148692
0.387534,6.10326287924
0.388427,6.05863792752
0.389323,6.0155611562
0.39022,5.97390296807
0.39112,5.9335487455
0.392021,5.89440193575
